Cafe_Name,Cafe_Coordinates,Place_Id,Cafe_Types,Rating,Number_Ratings,Vicinity,Borough_Coordinates,lat,lng
Curzon Bloomsbury,"51.5241103, -0.1231058",ChIJxePkNjcbdkgRiaZ0HLGdLAI,"['movie_theater', 'cafe', 'bar', 'point_of_interest', 'food', 'establishment']",4.4,992,"The Brunswick Centre, London","51.5416, -0.1022",51.5241103,-0.1231058
The Breakfast Club Soho,"51.51474080000001, -0.135402",ChIJX_OPq9QEdkgRwIpAEYl2RYc,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.2,3365,"33 D'Arblay Street, London","51.5416, -0.1022",51.51474080000001,-0.135402
Scandinavian Kitchen,"51.5187857, -0.1408642",ChIJ3Zw-dSobdkgRZTBgHJ61V9g,"['cafe', 'grocery_or_supermarket', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",4.6,1814,"61 Great Titchfield Street, London","51.5416, -0.1022",51.5187857,-0.1408642
Alfies Antique Market,"51.5241255, -0.1688334",ChIJqbxNFbcadkgRI0eOwkhzl4U,"['cafe', 'furniture_store', 'jewelry_store', 'clothing_store', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']",4.3,504,"13 - 25 Church Street, London","51.502, -0.1947",51.5241255,-0.1688334
Curzon Mayfair,"51.5065673, -0.1479457",ChIJlXAEIy8FdkgR1qaSOxyAsfc,"['movie_theater', 'cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",4.5,753,"38 Curzon Street, London","51.502, -0.1947",51.5065673,-0.1479457
Brasserie Zédel,"51.5105561, -0.1355974",ChIJl-cjD9QEdkgRVkkQt3pySRI,"['cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",4.5,8160,"20 Sherwood Street, London","51.502, -0.1947",51.5105561,-0.1355974
Wetherspoons (Victoria Station),"51.49507699999999, -0.1443459",ChIJxW_IVx8FdkgRLXS07Ynr9Fs,"['cafe', 'food', 'bar', 'point_of_interest', 'establishment']",3.8,5065,"Unit 5 (1st Floor above WHSmith), Victoria Station Concourse, London","51.502, -0.1947",51.49507699999999,-0.1443459
bp,"51.401305, -0.3433674",ChIJmfQxphELdkgRVxfijNcRlEA,"['gas_station', 'convenience_store', 'atm', 'cafe', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",3.2,32,"Hampton Court Way, East Molesey","51.4085, -0.3064",51.401305,-0.3433674
ODEON Kingston,"51.41171809999999, -0.299275",ChIJwaMnL-oLdkgRR32ke4DYqsY,"['movie_theater', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",4.2,2851,"The Rotunda, Clarence Street, Kingston upon Thames","51.4085, -0.3064",51.41171809999999,-0.299275
Pembroke Lodge,"51.4424628, -0.294509",ChIJX1uebBAMdkgRsXwRE25msQs,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,2562,"Richmond Park, Richmond","51.4085, -0.3064",51.4424628,-0.294509
River Cafe,"51.4098927, -0.2889544000000001",ChIJScVgYecLdkgRzSPo-HVqwV4,"['cafe', 'food', 'point_of_interest', 'establishment']",4.2,34,"35 Cambridge Road, Kingston upon Thames","51.4085, -0.3064",51.4098927,-0.2889544000000001
Costa Coffee,"51.4001312, -0.2558116",ChIJZx616hIJdkgR5gQTSBM6mWo,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",3.9,361,"123 High Street, New Malden","51.4085, -0.3064",51.4001312,-0.2558116
YMCA Hawker,"51.42685909999999, -0.3091662",ChIJj456rvILdkgRcr0W8L74hn8,"['gym', 'cafe', 'health', 'food', 'point_of_interest', 'establishment']",3.8,92,"Lower Ham Road, Kingston upon Thames","51.4085, -0.3064",51.42685909999999,-0.3091662
The Terrace Eatery,"51.4092498, -0.3058121",ChIJAdrq478LdkgRerhcTjVIrIo,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.9,556,"6A, Food for Thought, 7 apple Market, Kingston upon Thames","51.4085, -0.3064",51.4092498,-0.3058121
World of Golf London,"51.4042459, -0.2430694",ChIJw-SyDxsJdkgRMzCkeW9RHGg,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.4,1316,"Beverley Way, New Malden","51.4085, -0.3064",51.4042459,-0.2430694
Starbucks Coffee,"51.41184, -0.3056459",ChIJb_OuX-oLdkgRmvJjGLRW-2Q,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,451,"The Bentall Centre, Wood Street, Kingston upon Thames","51.4085, -0.3064",51.41184,-0.3056459
Costa Coffee,"51.4261212, -0.3370183",ChIJu9e7Y3wLdkgRqxYAXFKD0tg,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.0,236,"59-67 Broad Street, Teddington","51.4085, -0.3064",51.4261212,-0.3370183
Costa Coffee,"51.39247999999999, -0.306664",ChIJHUdSt7ULdkgRujs7vmkfVZs,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.0,273,"27 Victoria Road, Surbiton","51.4085, -0.3064",51.39247999999999,-0.306664
Bubbles Shisha Cafe,"51.40130779999999, -0.3041792",ChIJmboKhccLdkgR4_UzGfWMq8w,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,310,"60 Surbiton Road, Kingston upon Thames","51.4085, -0.3064",51.40130779999999,-0.3041792
Costa Coffee,"51.41198499999999, -0.3044009999999999",ChIJUdDfA-sLdkgR7RDoiKioli8,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.1,373,"Unit L15, The Bentall Centre, Wood Street, Kingston upon Thames","51.4085, -0.3064",51.41198499999999,-0.3044009999999999
Pickled Pantry,"51.3935299, -0.3030871000000001",ChIJH4BwHMoLdkgRyKWWt7kxcdE,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,362,"7 Saint Mark's Hill, Surbiton","51.4085, -0.3064",51.3935299,-0.3030871000000001
Boho Cafe ( Kings Road ),"51.418644, -0.296785",ChIJeY14SO4LdkgRQOpoT83ivcg,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,153,"159A King's Road, Kingston upon Thames","51.4085, -0.3064",51.418644,-0.296785
Hampton Pool,"51.41846719999999, -0.3579816999999999",ChIJMWGXhkQLdkgR-rzhWT3866Y,"['gym', 'cafe', 'health', 'spa', 'food', 'point_of_interest', 'establishment']",4.4,771,"High Street, Hampton","51.4085, -0.3064",51.41846719999999,-0.3579816999999999
La Fontana Cafe Deli Thames Ditton,"51.39107079999999, -0.3324529",ChIJmUcZoAELdkgRRMKnPGSxXcQ,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.8,113,"53 High Street, Thames Ditton","51.4085, -0.3064",51.39107079999999,-0.3324529
Beanberry Coffee Company,"51.4116781, -0.3029431",ChIJ0xSX3hXYdUgRFlHiO1IVEgY,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,601,"30B Fife Road, Kingston upon Thames","51.4085, -0.3064",51.4116781,-0.3029431
St John's Smith Square,"51.4959978, -0.1270108",ChIJHT2Z5sIEdkgRjrJZLxTQEeE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,723,"Smith Square, London","51.4607, -0.1163",51.4959978,-0.1270108
Asda Clapham Junction Superstore,"51.465371, -0.164962",ChIJ85Nej5gFdkgRrF88JT4V55w,"['supermarket', 'atm', 'cafe', 'grocery_or_supermarket', 'clothing_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",3.8,1048,"204 Lavender Hill, London","51.4607, -0.1163",51.465371,-0.164962
St Stephen's Tavern,"51.5011626, -0.1256042",ChIJZSfzRMQEdkgRKp5LnanZ2KM,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.1,4009,"10 Bridge Street, London","51.4607, -0.1163",51.5011626,-0.1256042
ODEON Streatham,"51.4321656, -0.1286103",ChIJg4Yu3icEdkgRMNxJdQaYbq4,"['movie_theater', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",3.8,2299,"47-49 High Road, London","51.4607, -0.1163",51.4321656,-0.1286103
Dulwich Picture Gallery,"51.44606219999999, -0.08632889999999999",ChIJE_hdXfEDdkgR09Yvt9rEzmI,"['art_gallery', 'tourist_attraction', 'cafe', 'museum', 'park', 'store', 'food', 'point_of_interest', 'establishment']",4.5,466,London,"51.4607, -0.1163",51.44606219999999,-0.0863288999999999
Dogstar,"51.46172189999999, -0.1118848",ChIJ9xwiu2gEdkgRQdTDjYN8JJA,"['cafe', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",3.8,867,"389 Coldharbour Lane, London","51.4607, -0.1163",51.46172189999999,-0.1118848
Cubana Restaurant Waterloo,"51.5015329, -0.1108987",ChIJGyPR07sEdkgRN3s3cjSLW6M,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,6202,"48 Lower Marsh, London","51.4607, -0.1163",51.5015329,-0.1108987
Morleys Brixton,"51.46257139999999, -0.1153399",ChIJAftwdWgEdkgRDPYnGF3s9f4,"['department_store', 'cafe', 'clothing_store', 'home_goods_store', 'store', 'food', 'point_of_interest', 'establishment']",4.1,1044,"472-488 Brixton Road, London","51.4607, -0.1163",51.46257139999999,-0.1153399
The Lido Cafe (Now 400 Rabbits),"51.4532779, -0.1060916",ChIJN51raG0EdkgROK3vBjuxJck,"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.6,232,"the lido cafe, Dulwich Road, London","51.4607, -0.1163",51.4532779,-0.1060916
Tooting Bec Lido,"51.4318299, -0.1391134",ChIJDwXOmSoEdkgREfR5pN08ZQQ,"['tourist_attraction', 'cafe', 'food', 'point_of_interest', 'establishment']",4.4,1037,"Tooting Bec Road, London","51.4607, -0.1163",51.4318299,-0.1391134
Tea House Theatre,"51.488156, -0.120666",ChIJax3jfOwEdkgR3RsIaxaC1jY,"['cafe', 'food', 'point_of_interest', 'establishment']",4.1,1008,"139 Vauxhall Walk, London","51.4607, -0.1163",51.488156,-0.120666
Starbucks Coffee,"51.50201789999999, -0.1176771",ChIJbd6czrkEdkgRKdoEMZIkaew,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.8,1248,"Belvedere Road, London","51.4607, -0.1163",51.50201789999999,-0.1176771
Dulwich Leisure Centre,"51.46062200000001, -0.07158070000000001",ChIJDXtKlpcDdkgRF_OPuRrt-Ck,"['gym', 'cafe', 'school', 'health', 'food', 'point_of_interest', 'establishment']",3.9,320,"2B Crystal Palace Road, London","51.4607, -0.1163",51.46062200000001,-0.0715807
Daylesford Organic,"51.4906755, -0.1535149",ChIJX92EbRcFdkgRPU6CXdRjnVs,"['cafe', 'grocery_or_supermarket', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,587,"44B Pimlico Road, London","51.4607, -0.1163",51.4906755,-0.1535149
Patisserie Valerie - Victoria,"51.4935156, -0.1412834",ChIJSdA7-h8FdkgR9nTOVJDTqZk,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,361,"55 Wilton Road, London","51.4607, -0.1163",51.4935156,-0.1412834
The CLF Art Cafe,"51.46983109999999, -0.0681801",ChIJw5JOrqEDdkgR8jrY7ozawT4,"['night_club', 'cafe', 'food', 'point_of_interest', 'establishment']",4.2,136,"Block A, Bussey Building, 133 Rye Lane, London","51.4452, -0.0209",51.46983109999999,-0.0681801
Ellary's,"51.4637915, -0.0356064",ChIJK-v5lloCdkgRMVYl1g_Y4qc,"['restaurant', 'bar', 'cafe', 'food', 'point_of_interest', 'establishment']",4.4,571,"5 Harefield Road, London","51.4452, -0.0209",51.4637915,-0.0356064
Horniman Cafe,"51.4412058, -0.06137260000000001",ChIJSzwgydoDdkgRF5_0mPScfKI,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,418,"100 London Road, London","51.4452, -0.0209",51.4412058,-0.0613726
Boulangerie Jade,"51.4665779, 0.008105199999999998",ChIJoz8ictGp2EcRb6INVGu4Go8,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.8,183,"44 Tranquil Vale, London","51.4452, -0.0209",51.4665779,0.0081051999999999
Pistachios in the Park,"51.4571691, 0.0050104",ChIJGcoXH9yp2EcRqUMWKcxcW4g,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,238,"Manor House Gardens, Old Road, London","51.4452, -0.0209",51.4571691,0.0050104
Café Crofton Park,"51.4544949, -0.03729200000000001",ChIJq0qaWEgCdkgRqtHnCUcxVcU,"['cafe', 'food', 'point_of_interest', 'establishment']",4.4,250,"397 Brockley Road, London","51.4452, -0.0209",51.4544949,-0.037292
kings cafe,"51.4255948, -0.0322499",ChIJ9UUVIYkBdkgRt0sHpEdJ4Qc,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,86,"Unit D, Worsley Bridge Road","51.4452, -0.0209",51.4255948,-0.0322499
Sema's Cafe,"51.43878720000001, -0.0333379",ChIJXcm6CiUCdkgRQjo5Urxb9BA,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.7,201,"Saint Georges Parade, Perry Hill, London","51.4452, -0.0209",51.43878720000001,-0.0333379
Chefs Delight,"51.4262618, -0.05103079999999999",ChIJNZNZ0H4BdkgRblDRPC5idc8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,401,"69 Sydenham Road, London","51.4452, -0.0209",51.4262618,-0.0510307999999999
Parkside Cafe,"51.454005, -0.062735",ChIJJ19D5rgDdkgRhkTd_njStfQ,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,149,"12 Forest Hill Road, London","51.4452, -0.0209",51.454005,-0.062735
Costa Coffee,"51.44520300000001, -0.021762",ChIJOdUCQRYCdkgRKx5l8kGogX8,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,414,"14 - 15 Catford Broadway, London","51.4452, -0.0209",51.44520300000001,-0.021762
Costa Coffee,"51.447322, -0.018122",ChIJZ1fdBBQCdkgRhnl1AwRFDbI,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,365,"103, 105 Rushey Green, London","51.4452, -0.0209",51.447322,-0.018122
Nes's Cafe,"51.4500797, -0.0173503",ChIJrz7TZBMCdkgRmLxgi1BG_rc,"['cafe', 'food', 'point_of_interest', 'establishment']",4.8,93,"18 Rushey Green, London","51.4452, -0.0209",51.4500797,-0.0173503
Good Hope Cafe,"51.4553097, -0.0195469",ChIJqexGu2sCdkgR4jwoIjFKOUo,"['cafe', 'food', 'point_of_interest', 'establishment']",4.4,130,"Ladywell Fields, Ladywell Road, London","51.4452, -0.0209",51.4553097,-0.0195469
PLACE/Ladywell,"51.4565417, -0.0137164",ChIJA9X72m0CdkgRp6HAnloKEM4,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,45,"261 Lewisham High Street, London","51.4452, -0.0209",51.4565417,-0.0137164
ODEON Wimbledon,"51.4198702, -0.2048484",ChIJA_jO-LkIdkgR_g-lQLTjVaI,"['movie_theater', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,3374,"39 The Broadway, The Crescent, London","51.4014, -0.1958",51.4198702,-0.2048484
Tooting Leisure Centre,"51.4291799, -0.173911",ChIJY-3mSQgGdkgRBoyXGJsWzE4,"['cafe', 'gym', 'health', 'food', 'point_of_interest', 'establishment']",3.7,547,"Greaves Place, London","51.4014, -0.1958",51.4291799,-0.173911
Asda Sutton Superstore,"51.36784899999999, -0.19524",ChIJLWiUWwwIdkgR7muHEgZ1uuY,"['supermarket', 'atm', 'grocery_or_supermarket', 'cafe', 'pharmacy', 'clothing_store', 'health', 'finance', 'food', 'store', 'point_of_interest', 'establishment']",3.7,533,"Saint Nicholas Way, Sutton","51.4014, -0.1958",51.36784899999999,-0.19524
The Terrace Wimbledon,"51.42095399999999, -0.205576",ChIJOefptrAIdkgRhBKcsjYQvEc,"['bar', 'night_club', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.9,76,"Centre Court Shopping Centre, 4 Queen's Road, London","51.4014, -0.1958",51.42095399999999,-0.205576
David Weir Leisure Centre,"51.38414059999999, -0.1813958",ChIJecUJs80HdkgRz-l70EvENTI,"['gym', 'cafe', 'health', 'food', 'point_of_interest', 'establishment']",4.2,307,"Middleton Road, Carshalton","51.4014, -0.1958",51.38414059999999,-0.1813958
Caffè Nero,"51.4204569, -0.2046726",ChIJjeS8qrAIdkgRMJ5MCcaUWXw,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,606,"6 The Broadway, London","51.4014, -0.1958",51.4204569,-0.2046726
Caffè Nero,"51.36110559999999, -0.1918286",ChIJbSNVFQkIdkgRYeLaqxil9lA,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,709,"Unit 1, Old House Inn, 2 Carshalton Road, Sutton","51.4014, -0.1958",51.36110559999999,-0.1918286
Wimbledon Guild,"51.42013559999999, -0.2107267",ChIJy-C0ALgIdkgRu7TgS9ZnQ14,"['cafe', 'food', 'point_of_interest', 'establishment']",4.3,67,"Guild House, 30-32 Worple Road, London","51.4014, -0.1958",51.42013559999999,-0.2107267
Lime & Thyme,"51.4095306, -0.2312848",ChIJRxWfnuAIdkgR4AW4M5GKFMM,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,737,"56 Coombe Lane, London","51.4014, -0.1958",51.4095306,-0.2312848
Bill's Wimbledon Restaurant,"51.4196726, -0.2051368",ChIJ-UPH97kIdkgRB40ehyBjmZQ,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,1803,"20 Hartfield Road, London","51.4014, -0.1958",51.4196726,-0.2051368
Haydons Cafe London,"51.4270986, -0.1905921",ChIJuwqzyqsIdkgRpoz1ON1_2iE,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,109,"341 Haydons Road, London","51.4014, -0.1958",51.4270986,-0.1905921
Green Lane Kebab,"51.38982129999999, -0.1965553",ChIJ4b2blYcIdkgRN7q5OhZUlsw,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.5,47,"135 Green Lane, Morden","51.4014, -0.1958",51.38982129999999,-0.1965553
Peabodys Coffee,"51.42708570000001, -0.1745464",ChIJ0zENkQgGdkgRm-DCZtG-hBs,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.1,58,"17 Cranmer Terrace, London","51.4014, -0.1958",51.42708570000001,-0.1745464
Fellow Foodies,"51.4019078, -0.1955118",ChIJK5C2B5sIdkgRPYxzYAJTH_c,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,0,"8 Crown Lane, Morden","51.4014, -0.1958",51.4019078,-0.1955118
Potting Shed Cafe,"51.401595, -0.1890944",ChIJqYE3dJ0IdkgRsz47R9F0_ok,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,205,"21 Morden Hall Road, Morden","51.4014, -0.1958",51.401595,-0.1890944
River Side Cafe,"51.3986135, -0.178161",ChIJ04a8nC8GdkgRyd31KEYNwqM,"['cafe', 'food', 'point_of_interest', 'establishment']",4.3,74,"Ravensbury Lane Ravensbury Park Surrey, Morden Road, Mitcham","51.4014, -0.1958",51.3986135,-0.178161
Shell,"51.4035569, -0.21375",ChIJuxKjy-wIdkgRpi159ICyBpg,"['gas_station', 'car_wash', 'meal_delivery', 'convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,128,"262 Martin Way, London","51.4014, -0.1958",51.4035569,-0.21375
Asda Isle of Dogs Superstore,"51.494393, -0.01185",ChIJybbuY70CdkgRUHsmvZmOFzc,"['supermarket', 'gas_station', 'atm', 'grocery_or_supermarket', 'cafe', 'clothing_store', 'store', 'health', 'finance', 'food', 'point_of_interest', 'establishment']",3.3,1097,"151 East Ferry Road, London","51.5077, 0.0469",51.494393,-0.01185
Hazev Restaurant Canary Wharf,"51.50152689999999, -0.0192563",ChIJLXBTwcgCdkgR5FgC61B3ZT0,"['restaurant', 'cafe', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",4.1,2136,"Discovery Dock Apartments West, 2 South Quay Square, London","51.5077, 0.0469",51.50152689999999,-0.0192563
Obicà,"51.50263820000001, -0.0202284",ChIJu3FPl7kCdkgRtMYFqqT6UY0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,889,"Unit 1, 35 Bank Street, London","51.5077, 0.0469",51.50263820000001,-0.0202284
The Pantry Cafe,"51.5383805, -0.0011377",ChIJoz22NWAddkgRh0HB_La4szg,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,33,"357 High Street, London","51.5077, 0.0469",51.5383805,-0.0011377
Brera,"51.50514709999999, -0.0221038",ChIJNwQDkrcCdkgRerSoP50cAmA,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.8,1212,"Unit 12, 15 Cabot Square, London","51.5077, 0.0469",51.50514709999999,-0.0221038
Excel Cafe,"51.5109753, 0.0255389",ChIJmTLoknSo2EcRHzYRYVAE7j4,"['cafe', 'food', 'point_of_interest', 'establishment']",3.7,44,"27 Freemasons Road, London","51.5077, 0.0469",51.5109753,0.0255389
Caffè Nero,"51.5039858, 0.04981919999999999",ChIJ6YpqxIio2EcRVni6XBMBMw0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",3.6,42,"City Airport Airside, London","51.5077, 0.0469",51.5039858,0.0498191999999999
Costa Coffee London City Airport,"51.5033146, 0.04941129999999999",ChIJCXdzbIio2EcRqujBaCOBc58,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.0,116,"Costa at DLR Station London City Airport King George V Dock, London","51.5077, 0.0469",51.5033146,0.0494112999999999
Cafe Bonnane,"51.5022324, 0.0374454",ChIJu6FcD2Wo2EcRA42HqMy1oHs,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,285,"14 Booth Road, London","51.5077, 0.0469",51.5022324,0.0374454
Starbucks Royal Wharf,"51.5018187, 0.0310678",ChIJaT-R9W6o2EcRSvDjYfrn94s,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,550,"5 Halyard Place, London","51.5077, 0.0469",51.5018187,0.0310678
Costa Coffee Ilford 1,"51.5602045, 0.0724103",ChIJN3JLI4um2EcR5iZqsLpa0Z0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,575,"Unit 75, The Exchange Shopping Centre, Ilford","51.559, 0.0741",51.5602045,0.0724103
Belgique Wanstead Cafe,"51.575069, 0.026112",ChIJPwudVBSn2EcRhzNBCvR7L5A,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.6,376,"29 Cambridge Park, London","51.559, 0.0741",51.575069,0.026112
The Larder,"51.5792135, 0.0253101",ChIJDTQSkj-n2EcRc1kh3WfRaVs,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,391,"39 High Street, London","51.559, 0.0741",51.5792135,0.0253101
Costa Coffee Express,"51.5757285, 0.0463235",ChIJj8ufMh6n2EcR662cdmhBX20,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,16,"Studley Drive, Ilford","51.559, 0.0741",51.5757285,0.0463235
Shell,"51.537647, 0.07150800000000002",ChIJqSBDEGum2EcR6tHzyCyhR7Y,"['gas_station', 'cafe', 'meal_delivery', 'convenience_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.0,111,"London Road, Barking","51.559, 0.0741",51.537647,0.071508
Eclipse Ilford,"51.5617152, 0.06915639999999999",ChIJM0ZzmPSm2EcRBEPij_qryKE,"['store', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,11,"104-106 Cranbrook Road, Ilford, London","51.559, 0.0741",51.5617152,0.0691563999999999
Maison Fraise Patisserie,"51.589674, 0.08185400000000001",ChIJM5f4DrCm2EcRnYa2b1HfH7E,"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,30,"50 High Street, Ilford","51.559, 0.0741",51.589674,0.081854
Creams Cafe Ilford,"51.5591394, 0.07269529999999999",ChIJy4j-74qm2EcRGNpa431dFWc,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.3,571,"114 High Road, Ilford","51.559, 0.0741",51.5591394,0.0726952999999999
Starbucks Coffee,"51.55858199999999, 0.07182120000000002",ChIJEd8EwYqm2EcRJjyogO7SWAw,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.8,819,"88 High Road, Ilford","51.559, 0.0741",51.55858199999999,0.0718212
Grounded Coffee,"51.557503, 0.0728138",ChIJ8_Lsm4qm2EcRGM-EMCaSo74,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,14,"Clements Road, Ilford","51.559, 0.0741",51.557503,0.0728138
Costa Coffee,"51.5593427, 0.07046160000000003",ChIJ12YzRlqn2EcR3A5TYvd05wI,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.0,933,"24 Cranbrook Road, Ilford","51.559, 0.0741",51.5593427,0.0704616
Coffeelink Ltd,"51.55891459999999, 0.06987230000000001",ChIJYcRuMPWm2EcRd-XRa1AwQcc,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,55,"Cranbrook Road, Ilford","51.559, 0.0741",51.55891459999999,0.0698723
Coffee Bar Solution,"51.5607447, 0.08339059999999998",ChIJF3AiPIam2EcR-KN2CZY0Juo,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",,0,"344, 348 High Road, Ilford","51.559, 0.0741",51.5607447,0.0833905999999999
Aladdins,"51.5610623, 0.08437219999999998",ChIJf4ErFoam2EcRreA26_Sdh-Y,"['cafe', 'night_club', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,535,"374 High Road, Ilford","51.559, 0.0741",51.5610623,0.0843721999999999
BAZA Lounge,"51.5649071, 0.0831798",ChIJHaZ6nYWm2EcRx-iyKItElTQ,"['cafe', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,301,"361 Ley Street, Ilford","51.559, 0.0741",51.5649071,0.0831798
Wild Bean Cafe,"51.57417109999999, 0.08551729999999998",ChIJVZb9WJem2EcRla_onRq5eyg,"['cafe', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']",3.0,5,"709 Eastern Avenue, Ilford","51.559, 0.0741",51.57417109999999,0.0855172999999999
Creams Cafe Gants Hill,"51.5759246, 0.0658648",ChIJPzpUNuqm2EcRavk1UJjThpk,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.4,897,"549 Cranbrook Road, Ilford","51.559, 0.0741",51.5759246,0.0658648
Costa Coffee,"51.5392638, 0.08158839999999999",ChIJwYdchW2m2EcRBp_sozX_MkI,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.9,687,"62-64 Station Parade, Barking","51.559, 0.0741",51.5392638,0.0815883999999999
Wanstead Tea Hut,"51.56584140000001, 0.04156290000000001",ChIJoWxtZAOn2EcRpGA78aECnUM,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,333,"Wanstead Park Avenue, London","51.559, 0.0741",51.56584140000001,0.0415629
Caffe Latte,"51.53770429999999, 0.080384",ChIJZc1bEW2m2EcRwDOBRHbKGSM,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,208,"2, The Vicarage Field Shopping Centre, Ripple Road, Barking","51.559, 0.0741",51.53770429999999,0.080384
